congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
113,Senate,14226,31,0,IA,200,0,1,"GRASSLEY, Charles Ernest",G000386,1933,,0.362,-0.034,-122.663,0.80074,552,54,,0.501,-0.012
113,Senate,14230,31,0,IA,100,0,1,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546,-30.33406,0.944,528,12,,-0.316,-0.085
113,Senate,14852,32,0,KS,200,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.09,-157.40219,0.73666,515,69,,0.626,0.341
113,Senate,29722,32,0,KS,200,0,1,"MORAN, Jerry",M000934,1954,,0.413,0.222,-108.96291,0.80313,497,47,,0.484,0.458
113,Senate,14921,51,0,KY,200,0,1,"MCCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.402,0.017,-116.41561,0.80924,550,55,,0.488,0.206
113,Senate,41104,51,0,KY,200,0,1,"PAUL, Rand",P000603,1963,,0.878,-0.479,-111.72073,0.81217,537,43,,0.913,-0.407
113,Senate,29918,45,0,LA,200,0,1,"VITTER, David",V000127,1961,,0.495,0.323,-110.77719,0.803,506,58,,0.467,0.38
113,Senate,49702,45,0,LA,100,0,1,"LANDRIEU, Mary L.",L000550,1955,,-0.203,0.444,-55.47109,0.893,492,22,,-0.196,0.434
113,Senate,41300,2,0,ME,328,0,1,"KING, Angus Stanley, Jr.",K000383,1944,,-0.169,-0.183,-62.55744,0.8923,549,27,,-0.178,-0.375
113,Senate,49703,2,0,ME,200,0,1,"COLLINS, Susan Margaret",C001035,1952,,0.124,-0.506,-103.92352,0.82839,552,32,,0.101,-0.532
113,Senate,14440,52,0,MD,100,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128,-16.25351,0.97,527,5,,-0.413,-0.149
113,Senate,15408,52,0,MD,100,0,1,"CARDIN, Benjamin Louis",C000141,1943,,-0.32,-0.224,-19.64533,0.96491,550,5,,-0.46,-0.171
113,Senate,14435,3,0,MA,100,3,2,"MARKEY, Edward John",M000133,1946,,-0.517,-0.47,-10.65755,0.97318,392,5,,-0.536,-0.716
113,Senate,14920,3,0,MA,100,1,1,"KERRY, John Forbes",K000148,1943,,-0.352,-0.382,,,,,,-0.178,-0.582
113,Senate,41301,3,0,MA,100,0,1,"WARREN, Elizabeth",W000817,1949,,-0.742,-0.367,-29.00213,0.94827,546,17,,-0.718,-0.065
113,Senate,41306,3,0,MA,100,2,5,"COWAN, William (Mo)",C001099,1969,,-0.462,0.348,-8.89963,0.936,134,4,,-0.433,0.183
113,Senate,14709,23,0,MI,100,0,1,"LEVIN, Carl",L000261,1934,2021.0,-0.395,-0.116,-36.77581,0.934,540,12,,-0.317,-0.044
113,Senate,29732,23,0,MI,100,0,1,"STABENOW, Deborah Ann",S000770,1950,,-0.343,-0.019,-15.24735,0.97226,542,6,,-0.419,0.093
113,Senate,40700,33,0,MN,100,0,1,"KLOBUCHAR, Amy",K000367,1960,,-0.278,-0.327,-24.36228,0.95644,547,10,,-0.269,-0.213
113,Senate,40904,33,0,MN,100,0,1,"FRANKEN, Al",F000457,1951,,-0.399,-0.169,-18.26231,0.96728,549,7,,-0.378,-0.189
113,Senate,14009,46,0,MS,200,0,1,"COCHRAN, William Thad",C000567,1937,2019.0,0.287,0.051,-107.14943,0.7914,458,45,,0.33,0.42
113,Senate,29534,46,0,MS,200,0,1,"WICKER, Roger F.",W000437,1951,,0.378,0.338,-99.39358,0.83301,544,47,,0.349,0.237
113,Senate,29735,34,0,MO,200,0,1,"BLUNT, Roy",B000575,1950,,0.398,0.18,-110.52499,0.80885,521,53,,0.383,0.355
113,Senate,40701,34,0,MO,100,0,1,"McCASKILL, Claire",M001170,1953,,-0.143,0.023,-57.81079,0.89497,521,24,,-0.159,-0.055
113,Senate,14203,64,0,MT,100,1,1,"BAUCUS, Max Sieben",B000243,1941,,-0.212,0.017,-60.13694,0.804,276,26,,-0.155,0.036
113,Senate,40702,64,0,MT,100,0,1,"TESTER, Jon",T000464,1956,,-0.213,0.153,-89.96552,0.84809,546,29,,-0.171,-0.051
113,Senate,41309,64,0,MT,100,2,5,"WALSH, John E.",W000818,1960,,-0.255,0.462,-22.15141,0.922,273,8,,-0.248,0.418
113,Senate,40905,35,0,NE,200,0,1,"JOHANNS, Mike",J000291,1950,,0.391,0.293,-96.6795,0.83,520,38,,0.391,0.359
113,Senate,41302,35,0,NE,200,0,1,"FISCHER, Debra (Deb)",F000463,1951,,0.461,0.333,-82.95095,0.86047,552,30,,0.461,0.34
113,Senate,15054,65,0,NV,100,0,1,"REID, Harry",R000146,1939,2021.0,-0.276,0.258,-96.68299,0.837,545,31,,-0.289,0.489
113,Senate,20730,65,0,NV,200,0,1,"HELLER, Dean",H001041,1960,,0.463,-0.459,-200.88765,0.68982,541,89,,0.458,-0.607
113,Senate,40906,4,0,NH,100,0,1,"SHAHEEN, Jeanne",S001181,1947,,-0.217,-0.155,-44.77359,0.92141,547,17,,-0.26,-0.507
113,Senate,41106,4,0,NH,200,0,1,"AYOTTE, Kelly",A000368,1968,,0.351,-0.612,-128.71369,0.789,544,56,,0.341,-0.614
113,Senate,14914,12,0,NJ,100,1,1,"LAUTENBERG, Frank Raleigh",L000123,1924,2013.0,-0.382,-0.579,-0.35377,0.989,31,0,,-0.562,-0.605
113,Senate,29373,12,0,NJ,100,0,1,"MENENDEZ, Robert",M000639,1954,,-0.366,-0.126,-16.90333,0.96946,545,9,,-0.525,-0.299
113,Senate,41307,12,0,NJ,200,2,5,"CHIESA, Jeffrey Scott",C001100,1965,,0.218,0.384,-15.28456,0.761,56,10,,0.256,0.133
113,Senate,41308,12,0,NJ,100,3,2,"BOOKER, Cory Anthony",B001288,1969,,-0.559,-0.249,-8.36373,0.97645,351,4,,-0.47,-0.623
113,Senate,20930,66,0,NM,100,0,1,"HEINRICH, Martin",H001046,1971,,-0.333,0.001,-40.47378,0.92905,550,14,,-0.252,-0.05
113,Senate,29924,66,0,NM,100,0,1,"UDALL, Thomas (Tom)",U000039,1948,,-0.453,0.161,-21.3531,0.96192,550,11,,-0.398,0.155
113,Senate,14858,13,0,NY,100,0,1,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.355,-0.411,-16.79086,0.96999,551,3,,-0.447,-0.259
113,Senate,20735,13,0,NY,100,0,1,"GILLIBRAND, Kirsten",G000555,1966,,-0.447,-0.305,-25.39406,0.95456,546,12,,-0.565,-0.199
113,Senate,29548,47,0,NC,200,0,1,"BURR, Richard M.",B001135,1955,,0.435,-0.07,-111.4441,0.81259,537,44,,0.434,0.043
113,Senate,40907,47,0,NC,100,0,1,"HAGAN, Kay",H001049,1953,2019.0,-0.202,0.281,-53.76165,0.905,538,18,,-0.175,0.326
113,Senate,41107,36,0,ND,200,0,1,"HOEVEN, John",H001061,1957,,0.403,0.447,-106.06864,0.8246,550,35,,0.367,0.241
113,Senate,41303,36,0,ND,100,0,1,"HEITKAMP, Mary Kathryn (Heidi)",H001069,1955,,-0.122,0.399,-60.29511,0.89454,541,14,,-0.191,0.463
113,Senate,29386,24,0,OH,200,0,1,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.371,-0.208,-135.50626,0.77698,537,61,,0.369,-0.105
113,Senate,29389,24,0,OH,100,0,1,"BROWN, Sherrod",B000944,1952,,-0.425,-0.097,-24.26946,0.95629,543,14,,-0.514,0.132
113,Senate,15424,53,0,OK,200,0,1,"INHOFE, James Mountain",I000024,1934,2024.0,0.552,0.045,-86.08083,0.83737,485,35,,0.594,0.188
113,Senate,29555,53,0,OK,200,0,1,"COBURN, Thomas Allen",C000560,1948,2020.0,0.782,0.055,-98.18576,0.801,442,45,,0.786,-0.28
113,Senate,14871,72,0,OR,100,0,1,"WYDEN, Ronald Lee",W000779,1949,,-0.335,-0.486,-40.25382,0.92967,552,20,,-0.375,-0.729
113,Senate,40908,72,0,OR,100,0,1,"MERKLEY, Jeff",M001176,1956,,-0.454,-0.714,-37.85537,0.93278,544,17,,-0.407,-0.914
113,Senate,29935,14,0,PA,200,0,1,"TOOMEY, Patrick Joseph",T000461,1961,,0.624,-0.378,-122.77529,0.7946,534,55,,0.525,-0.387
113,Senate,40703,14,0,PA,100,0,1,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.313,0.166,-34.23033,0.93825,537,14,,-0.255,-0.001
113,Senate,29142,5,0,RI,100,0,1,"REED, John F. (Jack)",R000122,1949,,-0.36,-0.154,-27.25361,0.95183,552,12,,-0.489,-0.451
113,Senate,40704,5,0,RI,100,0,1,"WHITEHOUSE, Sheldon",W000802,1955,,-0.341,-0.129,-28.82835,0.94857,546,12,,-0.419,-0.456
113,Senate,21173,48,0,SC,200,0,5,"SCOTT, Tim",S001184,1965,,0.628,0.027,-82.835,0.8573,538,33,,0.681,0.009
113,Senate,29566,48,0,SC,200,0,1,"GRAHAM, Lindsey O.",G000359,1955,,0.367,-0.266,-122.59797,0.78743,513,59,,0.348,-0.195
113,Senate,15425,37,0,SD,100,0,1,"JOHNSON, Timothy Peter (Tim)",J000177,1946,2024.0,-0.25,0.143,-30.95638,0.945,548,10,,-0.348,0.229
113,Senate,29754,37,0,SD,200,0,1,"THUNE, John",T000250,1961,,0.431,0.231,-81.79678,0.86158,549,33,,0.467,0.183
113,Senate,40304,54,0,TN,200,0,1,"ALEXANDER, Lamar",A000360,1940,,0.324,-0.176,-136.77151,0.76637,514,61,,0.312,0.04
113,Senate,40705,54,0,TN,200,0,1,"CORKER, Robert (Bob)",C001071,1952,,0.395,-0.344,-150.15368,0.75725,540,65,,0.372,-0.291
113,Senate,40305,49,0,TX,200,0,1,"CORNYN, John",C001056,1952,,0.471,-0.06,-111.52595,0.81152,534,58,,0.539,-0.065
113,Senate,41304,49,0,TX,200,0,1,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.783,-0.185,-71.29236,0.86954,510,31,,0.887,-0.309
113,Senate,14503,67,0,UT,200,0,1,"HATCH, Orrin Grant",H000338,1934,2022.0,0.382,-0.004,-144.7466,0.75823,523,76,,0.346,-0.194
113,Senate,41110,67,0,UT,200,0,1,"LEE, Mike",L000577,1971,,0.891,-0.454,-72.86134,0.87223,533,25,,0.891,-0.454
113,Senate,14307,6,0,VT,100,0,1,"LEAHY, Patrick Joseph",L000174,1940,,-0.36,-0.121,-28.52851,0.949,545,10,,-0.555,0.331
113,Senate,29147,6,0,VT,328,0,1,"SANDERS, Bernard",S000033,1941,,-0.545,-0.427,-92.51992,0.83409,510,26,,-0.938,0.346
113,Senate,40909,40,0,VA,100,0,1,"WARNER, Mark R.",W000805,1954,,-0.215,-0.031,-43.73952,0.92219,540,17,,-0.209,0.051
113,Senate,41305,40,0,VA,100,0,1,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.234,-0.128,-28.8183,0.9485,545,8,,-0.245,-0.041
113,Senate,39310,73,0,WA,100,0,1,"CANTWELL, Maria E.",C000127,1958,,-0.309,-0.401,-16.06632,0.97126,551,5,,-0.436,-0.132
113,Senate,49308,73,0,WA,100,0,1,"MURRAY, Patty",M001111,1950,,-0.357,-0.312,-13.67604,0.97481,536,3,,-0.375,-0.179
113,Senate,14922,56,0,WV,100,0,1,"ROCKEFELLER, John Davison (Jay), IV",R000361,1937,,-0.326,0.177,-21.95291,0.956,487,9,,-0.336,0.02
113,Senate,40915,56,0,WV,100,0,1,"MANCHIN, Joe, III",M001183,1947,,-0.057,0.4,-127.07695,0.79031,540,56,,-0.041,0.322
113,Senate,29940,25,0,WI,100,0,1,"BALDWIN, Tammy",B001230,1962,,-0.486,-0.122,-18.58523,0.96677,550,8,,-0.456,-0.244
113,Senate,41111,25,0,WI,200,0,1,"JOHNSON, Ron",J000293,1955,,0.647,-0.16,-91.23243,0.84349,536,35,,0.685,-0.348
113,Senate,40707,68,0,WY,200,0,1,"BARRASSO, John A.",B001261,1952,,0.54,0.195,-86.59346,0.85359,547,37,,0.562,0.284
113,Senate,49706,68,0,WY,200,0,1,"ENZI, Michael B.",E000285,1944,2021.0,0.545,0.199,-81.5089,0.86179,548,31,,0.573,0.411
