congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,Senate,21301,42,0.0,AR,200.0,,,"COTTON, Thomas Bryant (Tom)",C001095,1977.0,,0.578,0.201,-31.84768,0.94081,522,12,,0.581,0.202
115,Senate,41701,71,0.0,CA,100.0,,,"HARRIS, Kamala Devi",H001075,1964.0,,-0.709,-0.105,-50.68641,0.90713,520,21,,-0.693,-0.068
115,Senate,49300,71,0.0,CA,100.0,,,"FEINSTEIN, Dianne",F000062,1933.0,2023.0,-0.268,-0.184,-101.99567,0.81069,486,44,,-0.331,-0.325
115,Senate,21112,62,0.0,CO,200.0,,,"GARDNER, Cory",G000562,1974.0,,0.444,-0.029,-42.36518,0.92176,520,16,,0.44,-0.124
115,Senate,40910,62,0.0,CO,100.0,,,"BENNET, Michael F.",B001267,1964.0,,-0.245,-0.188,-80.11645,0.85721,520,31,,-0.2,-0.148
115,Senate,20707,1,0.0,CT,100.0,,,"MURPHY, Christopher",M001169,1973.0,,-0.289,-0.259,-71.26509,0.8717,519,27,,-0.299,-0.044
115,Senate,41101,1,0.0,CT,100.0,,,"BLUMENTHAL, Richard",B001277,1946.0,,-0.433,-0.155,-82.9779,0.85251,520,36,,-0.448,-0.023
115,Senate,15015,11,0.0,DE,100.0,,,"CARPER, Thomas Richard",C000174,1947.0,,-0.179,-0.225,-67.46989,0.87743,516,22,,-0.183,-0.242
115,Senate,40916,11,0.0,DE,100.0,,,"COONS, Christopher A.",C001088,1963.0,,-0.24,-0.208,-75.10991,0.86155,504,33,,-0.196,-0.215
115,Senate,14651,43,0.0,FL,100.0,,,"NELSON, Clarence William (Bill)",N000032,1942.0,,-0.193,0.337,-61.43426,0.88148,487,16,,-0.193,0.163
115,Senate,41102,43,0.0,FL,200.0,,,"RUBIO, Marco",R000595,1971.0,,0.616,-0.184,-46.50595,0.90892,487,22,,0.538,-0.065
115,Senate,29909,44,0.0,GA,200.0,,,"ISAKSON, Johnny",I000055,1944.0,2021.0,0.402,-0.011,-23.40168,0.95082,464,9,,0.359,0.181
115,Senate,41501,44,0.0,GA,200.0,,,"PERDUE, David Alfred, Jr.",P000612,1949.0,,0.562,-0.075,-38.31385,0.9287,518,16,,0.517,0.107
115,Senate,20713,82,0.0,HI,100.0,,,"HIRONO, Mazie",H001042,1947.0,,-0.512,-0.086,-77.64783,0.85877,510,35,,-0.441,-0.146
115,Senate,41112,82,0.0,HI,100.0,,,"SCHATZ, Brian Emanuel",S001194,1972.0,,-0.444,-0.135,-100.46571,0.82246,514,38,,-0.407,-0.076
115,Senate,29345,63,0.0,ID,200.0,,,"CRAPO, Michael Dean",C000880,1951.0,,0.505,0.291,-35.56916,0.93351,517,15,,0.583,0.337
115,Senate,40902,63,0.0,ID,200.0,,,"RISCH, James",R000584,1943.0,,0.551,0.382,-36.80094,0.9318,521,19,,0.711,0.367
115,Senate,15021,21,0.0,IL,100.0,,,"DURBIN, Richard Joseph",D000563,1944.0,,-0.339,-0.313,-77.66408,0.85875,510,34,,-0.324,-0.466
115,Senate,21325,21,0.0,IL,100.0,,,"DUCKWORTH, Tammy",D000622,1968.0,,-0.345,0.057,-63.2362,0.87208,462,31,,-0.415,0.165
115,Senate,20717,22,0.0,IN,100.0,,,"DONNELLY, Joe",D000607,1955.0,,-0.119,0.435,-64.56938,0.88216,515,17,,-0.134,0.561
115,Senate,21133,22,0.0,IN,200.0,,,"YOUNG, Todd",Y000064,1972.0,,0.444,-0.042,-41.61793,0.92294,519,13,,0.367,-0.059
115,Senate,14226,31,0.0,IA,200.0,,,"GRASSLEY, Charles Ernest",G000386,1933.0,,0.362,-0.034,-45.52123,0.91649,522,21,,0.459,-0.055
115,Senate,41502,31,0.0,IA,200.0,,,"ERNST, Joni",E000295,1970.0,,0.536,-0.027,-33.85597,0.93708,521,13,,0.525,-0.028
115,Senate,14852,32,0.0,KS,200.0,,,"ROBERTS, Charles Patrick (Pat)",R000307,1936.0,,0.413,-0.09,-21.34444,0.95956,517,8,,0.342,0.167
115,Senate,29722,32,0.0,KS,200.0,,,"MORAN, Jerry",M000934,1954.0,,0.413,0.222,-61.4853,0.88472,502,27,,0.475,-0.279
115,Senate,14921,51,0.0,KY,200.0,,,"MCCONNELL, Addison Mitchell (Mitch)",M000355,1942.0,,0.402,0.017,-30.87896,0.94245,521,7,,0.386,-0.024
115,Senate,41104,51,0.0,KY,200.0,,,"PAUL, Rand",P000603,1963.0,,0.878,-0.479,-157.85441,0.72973,501,77,,0.869,-0.494
115,Senate,20919,45,0.0,LA,200.0,,,"CASSIDY, Bill",C001075,1957.0,,0.462,-0.052,-37.12556,0.93058,516,19,,0.437,-0.105
115,Senate,41703,45,0.0,LA,200.0,,,"KENNEDY, John Neely",K000393,1951.0,,0.558,-0.142,-89.91064,0.8415,521,24,,0.482,0.462
115,Senate,41300,2,0.0,ME,328.0,,,"KING, Angus Stanley, Jr.",K000383,1944.0,,-0.169,-0.183,-86.59096,0.84715,522,43,,-0.14,-0.184
115,Senate,49703,2,0.0,ME,200.0,,,"COLLINS, Susan Margaret",C001035,1952.0,,0.124,-0.506,-76.76737,0.86324,522,34,,0.166,-0.392
115,Senate,15408,52,0.0,MD,100.0,,,"CARDIN, Benjamin Louis",C000141,1943.0,,-0.32,-0.224,-65.93008,0.88049,518,25,,-0.302,-0.206
115,Senate,20330,52,0.0,MD,100.0,,,"VAN HOLLEN, Christopher",V000128,1959.0,,-0.399,-0.228,-69.89678,0.874,519,26,,-0.348,-0.181
115,Senate,14435,3,0.0,MA,100.0,,,"MARKEY, Edward John",M000133,1946.0,,-0.517,-0.47,-53.81373,0.90151,519,23,,-0.585,-0.504
115,Senate,41301,3,0.0,MA,100.0,,,"WARREN, Elizabeth",W000817,1949.0,,-0.742,-0.367,-32.21113,0.94016,522,12,,-0.783,-0.226
115,Senate,20923,23,0.0,MI,100.0,,,"PETERS, Gary C.",P000595,1958.0,,-0.252,-0.178,-107.66277,0.81266,519,45,,-0.276,-0.139
115,Senate,29732,23,0.0,MI,100.0,,,"STABENOW, Deborah Ann",S000770,1950.0,,-0.343,-0.019,-97.82355,0.82821,519,40,,-0.366,0.165
115,Senate,40700,33,0.0,MN,100.0,,,"KLOBUCHAR, Amy",K000367,1960.0,,-0.278,-0.327,-68.12813,0.87698,519,23,,-0.288,-0.058
115,Senate,40904,33,0.0,MN,100.0,,,"FRANKEN, Al",F000457,1951.0,,-0.399,-0.169,-23.04081,0.92388,291,9,,-0.339,-0.279
115,Senate,41706,33,0.0,MN,100.0,,,"SMITH, Tina",S001203,1958.0,,-0.411,-0.118,-34.83999,0.85415,221,18,,-0.346,-0.123
115,Senate,14009,46,0.0,MS,200.0,,,"COCHRAN, William Thad",C000567,1937.0,2019.0,0.287,0.051,-8.7148,0.97263,314,0,,0.368,0.244
115,Senate,29534,46,0.0,MS,200.0,,,"WICKER, Roger F.",W000437,1951.0,,0.378,0.338,-28.98787,0.94578,520,13,,0.413,0.145
115,Senate,41707,46,0.0,MS,200.0,,,"HYDE-SMITH, Cindy",H001079,1959.0,,0.451,0.331,-16.69538,0.9075,172,8,,0.41,0.15
115,Senate,29735,34,0.0,MO,200.0,,,"BLUNT, Roy",B000575,1950.0,,0.398,0.18,-15.7861,0.9697,513,2,,0.367,0.328
115,Senate,40701,34,0.0,MO,100.0,,,"McCASKILL, Claire",M001170,1953.0,,-0.143,0.023,-86.08537,0.84356,506,37,,-0.152,0.18
115,Senate,21338,64,0.0,MT,200.0,,,"DAINES, Steve",D000618,1962.0,,0.588,-0.018,-59.05749,0.89264,520,27,,0.606,-0.313
115,Senate,40702,64,0.0,MT,100.0,,,"TESTER, Jon",T000464,1956.0,,-0.213,0.153,-89.3516,0.84128,517,36,,-0.192,0.017
115,Senate,41302,35,0.0,NE,200.0,,,"FISCHER, Debra (Deb)",F000463,1951.0,,0.461,0.333,-26.46122,0.9502,518,12,,0.448,0.254
115,Senate,41503,35,0.0,NE,200.0,,,"SASSE, Benjamin Eric",S001197,1972.0,,0.669,-0.25,-49.53414,0.90847,516,23,,0.824,0.019
115,Senate,20730,65,0.0,NV,200.0,,,"HELLER, Dean",H001041,1960.0,,0.463,-0.459,-94.72531,0.82773,501,40,,0.481,-0.581
115,Senate,41700,65,0.0,NV,100.0,,,"CORTEZ MASTO, Catherine Marie",C001113,1964.0,,-0.347,0.347,-86.15724,0.84512,512,42,,-0.395,0.345
115,Senate,40906,4,0.0,NH,100.0,,,"SHAHEEN, Jeanne",S001181,1947.0,,-0.217,-0.155,-63.45058,0.88344,512,19,,-0.229,-0.077
115,Senate,41702,4,0.0,NH,100.0,,,"HASSAN, Margaret Wood (Maggie)",H001076,1958.0,,-0.223,0.01,-68.41503,0.8765,519,24,,-0.258,-0.081
115,Senate,29373,12,0.0,NJ,100.0,,,"MENENDEZ, Robert",M000639,1954.0,,-0.366,-0.126,-86.17401,0.82537,449,35,,-0.38,-0.137
115,Senate,41308,12,0.0,NJ,100.0,,,"BOOKER, Cory Anthony",B001288,1969.0,,-0.559,-0.249,-62.92375,0.88241,503,29,,-0.645,-0.072
115,Senate,20930,66,0.0,NM,100.0,,,"HEINRICH, Martin",H001046,1971.0,,-0.333,0.001,-75.83901,0.85953,501,34,,-0.406,0.097
115,Senate,29924,66,0.0,NM,100.0,,,"UDALL, Thomas (Tom)",U000039,1948.0,,-0.453,0.161,-74.64727,0.8658,518,33,,-0.419,0.089
115,Senate,14858,13,0.0,NY,100.0,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950.0,,-0.355,-0.411,-68.03303,0.87758,521,30,,-0.395,-0.191
115,Senate,20735,13,0.0,NY,100.0,,,"GILLIBRAND, Kirsten",G000555,1966.0,,-0.447,-0.305,-125.65783,0.7857,521,71,,-0.847,-0.217
115,Senate,29548,47,0.0,NC,200.0,,,"BURR, Richard M.",B001135,1955.0,,0.435,-0.07,-33.73154,0.93501,502,14,,0.442,0.041
115,Senate,41504,47,0.0,NC,200.0,,,"TILLIS, Thomas Roland (Thom)",T000476,1960.0,,0.387,-0.117,-20.39782,0.95939,492,6,,0.396,0.108
115,Senate,41107,36,0.0,ND,200.0,,,"HOEVEN, John",H001061,1957.0,,0.403,0.447,-18.17194,0.96553,518,5,,0.38,0.272
115,Senate,41303,36,0.0,ND,100.0,,,"HEITKAMP, Mary Kathryn (Heidi)",H001069,1955.0,,-0.122,0.399,-64.38813,0.88096,508,24,,-0.093,0.36
115,Senate,29386,24,0.0,OH,200.0,,,"PORTMAN, Robert Jones (Rob)",P000449,1955.0,,0.371,-0.208,-36.50338,0.93208,519,12,,0.324,0.006
115,Senate,29389,24,0.0,OH,100.0,,,"BROWN, Sherrod",B000944,1952.0,,-0.425,-0.097,-60.53153,0.89011,520,22,,-0.396,-0.08
115,Senate,15424,53,0.0,OK,200.0,,,"INHOFE, James Mountain",I000024,1934.0,2024.0,0.552,0.045,-27.18041,0.9484,513,10,,0.561,0.22
115,Senate,21166,53,0.0,OK,200.0,,,"LANKFORD, James",L000575,1968.0,,0.59,0.15,-40.63439,0.92511,522,20,,0.683,-0.023
115,Senate,14871,72,0.0,OR,100.0,,,"WYDEN, Ronald Lee",W000779,1949.0,,-0.335,-0.486,-98.68688,0.82684,519,51,,-0.435,-0.544
115,Senate,40908,72,0.0,OR,100.0,,,"MERKLEY, Jeff",M001176,1956.0,,-0.454,-0.714,-56.38153,0.8963,515,22,,-0.568,-0.722
115,Senate,29935,14,0.0,PA,200.0,,,"TOOMEY, Patrick Joseph",T000461,1961.0,,0.624,-0.378,-52.04724,0.90188,504,24,,0.776,-0.299
115,Senate,40703,14,0.0,PA,100.0,,,"CASEY, Robert (Bob), Jr.",C001070,1960.0,,-0.313,0.166,-64.94012,0.88302,522,22,,-0.317,0.065
115,Senate,29142,5,0.0,RI,100.0,,,"REED, John F. (Jack)",R000122,1949.0,,-0.36,-0.154,-75.99169,0.86452,522,35,,-0.312,-0.154
115,Senate,40704,5,0.0,RI,100.0,,,"WHITEHOUSE, Sheldon",W000802,1955.0,,-0.341,-0.129,-66.82988,0.87918,519,30,,-0.354,-0.193
115,Senate,21173,48,0.0,SC,200.0,,,"SCOTT, Tim",S001184,1965.0,,0.628,0.027,-31.57549,0.94075,517,15,,0.533,0.182
115,Senate,29566,48,0.0,SC,200.0,,,"GRAHAM, Lindsey O.",G000359,1955.0,,0.367,-0.266,-40.46364,0.92089,491,14,,0.359,-0.1
115,Senate,29754,37,0.0,SD,200.0,,,"THUNE, John",T000250,1961.0,,0.431,0.231,-22.45537,0.95789,522,9,,0.459,0.207
115,Senate,41505,37,0.0,SD,200.0,,,"ROUNDS, Marion Michael (Mike)",R000605,1954.0,,0.354,0.083,-36.71154,0.9312,515,10,,0.413,0.13
115,Senate,40304,54,0.0,TN,200.0,,,"ALEXANDER, Lamar",A000360,1940.0,,0.324,-0.176,-26.7818,0.94785,500,6,,0.326,-0.105
115,Senate,40705,54,0.0,TN,200.0,,,"CORKER, Robert (Bob)",C001071,1952.0,,0.395,-0.344,-76.78647,0.85816,502,31,,0.5,-0.579
115,Senate,40305,49,0.0,TX,200.0,,,"CORNYN, John",C001056,1952.0,,0.471,-0.06,-22.74169,0.95721,520,7,,0.415,0.243
115,Senate,41304,49,0.0,TX,200.0,,,"CRUZ, Rafael Edward (Ted)",C001098,1970.0,,0.783,-0.185,-52.19853,0.90068,499,24,,0.679,-0.2
115,Senate,14503,67,0.0,UT,200.0,,,"HATCH, Orrin Grant",H000338,1934.0,2022.0,0.382,-0.004,-29.34808,0.94502,519,12,,0.356,0.162
115,Senate,41110,67,0.0,UT,200.0,,,"LEE, Mike",L000577,1971.0,,0.891,-0.454,-99.76488,0.8242,516,60,,0.891,-0.454
115,Senate,14307,6,0.0,VT,100.0,,,"LEAHY, Patrick Joseph",L000174,1940.0,,-0.36,-0.121,-65.32689,0.87911,507,34,,-0.308,-0.142
115,Senate,29147,6,0.0,VT,328.0,,,"SANDERS, Bernard",S000033,1941.0,,-0.545,-0.427,-67.31869,0.87589,508,31,,-0.707,-0.643
115,Senate,40909,40,0.0,VA,100.0,,,"WARNER, Mark R.",W000805,1954.0,,-0.215,-0.031,-74.24121,0.86551,514,30,,-0.176,-0.03
115,Senate,41305,40,0.0,VA,100.0,,,"KAINE, Timothy Michael (Tim)",K000384,1958.0,,-0.234,-0.128,-68.10069,0.87703,519,24,,-0.243,-0.07
115,Senate,39310,73,0.0,WA,100.0,,,"CANTWELL, Maria E.",C000127,1958.0,,-0.309,-0.401,-56.47107,0.89709,520,16,,-0.349,-0.261
115,Senate,49308,73,0.0,WA,100.0,,,"MURRAY, Patty",M001111,1950.0,,-0.357,-0.312,-50.3251,0.90604,510,16,,-0.36,-0.235
115,Senate,20146,56,0.0,WV,200.0,,,"CAPITO, Shelley Moore",C001047,1953.0,,0.285,0.144,-34.94862,0.93451,516,11,,0.362,0.101
115,Senate,40915,56,0.0,WV,100.0,,,"MANCHIN, Joe, III",M001183,1947.0,,-0.057,0.4,-82.40179,0.85319,519,42,,-0.051,0.532
115,Senate,29940,25,0.0,WI,100.0,,,"BALDWIN, Tammy",B001230,1962.0,,-0.486,-0.122,-95.4082,0.83208,519,43,,-0.348,-0.21
115,Senate,41111,25,0.0,WI,200.0,,,"JOHNSON, Ron",J000293,1955.0,,0.647,-0.16,-36.66445,0.93167,518,18,,0.637,-0.166
115,Senate,40707,68,0.0,WY,200.0,,,"BARRASSO, John A.",B001261,1952.0,,0.54,0.195,-36.66151,0.93205,521,14,,0.6,0.267
115,Senate,49706,68,0.0,WY,200.0,,,"ENZI, Michael B.",E000285,1944.0,2021.0,0.545,0.199,-38.22236,0.92939,522,20,,0.593,0.225
